Date,Open,High,Low,Close,Adj Close,Daily % Return,Deviation from mean,Event,,
1/22/2010,1115.49,1115.49,1090.18,1091.76,1091.76,-2.21%,-2.2%,,,
1/25/2010,1092.40,1102.97,1092.40,1096.78,1096.78,0.46%,0.4%,,,
1/26/2010,1095.80,1103.69,1089.86,1092.17,1092.17,-0.42%,-0.5%,,,
1/27/2010,1091.94,1099.51,1083.11,1097.50,1097.50,0.49%,0.5%,,,
1/28/2010,1096.93,1100.22,1078.46,1084.53,1084.53,-1.18%,-1.2%,,,
1/29/2010,1087.61,1096.45,1071.59,1073.87,1073.87,-0.98%,-1.0%,,,
2/1/2010,1073.89,1089.38,1073.89,1089.19,1089.19,1.43%,1.4%,,,
2/2/2010,1090.05,1104.73,1087.96,1103.32,1103.32,1.30%,1.3%,,,
2/3/2010,1100.67,1102.72,1093.97,1097.28,1097.28,-0.55%,-0.6%,,,
2/4/2010,1097.25,1097.25,1062.78,1063.11,1063.11,-3.11%,-3.1%,,,
2/5/2010,1064.12,1067.13,1044.50,1066.19,1066.19,0.29%,0.3%,,,
2/8/2010,1065.51,1071.20,1056.51,1056.74,1056.74,-0.89%,-0.9%,,,
2/9/2010,1060.06,1079.28,1060.06,1070.52,1070.52,1.30%,1.3%,,,
2/10/2010,1069.68,1073.67,1059.34,1068.13,1068.13,-0.22%,-0.3%,,,
2/11/2010,1067.10,1080.04,1060.59,1078.47,1078.47,0.97%,0.9%,,,
2/12/2010,1075.95,1077.81,1062.97,1075.51,1075.51,-0.27%,-0.3%,,,
2/16/2010,1079.13,1095.67,1079.13,1094.87,1094.87,1.80%,1.8%,,,
2/17/2010,1096.14,1101.03,1094.72,1099.51,1099.51,0.42%,0.4%,,,
2/18/2010,1099.03,1108.24,1097.48,1106.75,1106.75,0.66%,0.6%,,,
2/19/2010,1105.49,1112.42,1100.80,1109.17,1109.17,0.22%,0.2%,,,
2/22/2010,1110.00,1112.29,1105.38,1108.01,1108.01,-0.10%,-0.1%,,,
2/23/2010,1107.49,1108.58,1092.18,1094.60,1094.60,-1.21%,-1.2%,,,
2/24/2010,1095.89,1106.42,1095.50,1105.24,1105.24,0.97%,0.9%,,,
2/25/2010,1101.24,1103.50,1086.02,1102.94,1102.94,-0.21%,-0.2%,,,
2/26/2010,1103.10,1107.24,1097.56,1104.49,1104.49,0.14%,0.1%,,,
3/1/2010,1105.36,1116.11,1105.36,1115.71,1115.71,1.02%,1.0%,,,
3/2/2010,1117.01,1123.46,1116.51,1118.31,1118.31,0.23%,0.2%,,,
3/3/2010,1119.36,1125.64,1116.58,1118.79,1118.79,0.04%,0.0%,,,
3/4/2010,1119.12,1123.73,1116.66,1122.97,1122.97,0.37%,0.3%,,,
3/5/2010,1125.12,1139.38,1125.12,1138.70,1138.70,1.40%,1.4%,,,
3/8/2010,1138.40,1141.05,1136.77,1138.50,1138.50,-0.02%,-0.1%,,,
3/9/2010,1137.56,1145.37,1134.90,1140.45,1140.45,0.17%,0.1%,,,
3/10/2010,1140.22,1148.26,1140.09,1145.61,1145.61,0.45%,0.4%,,,
3/11/2010,1143.96,1150.24,1138.99,1150.24,1150.24,0.40%,0.4%,,,
3/12/2010,1151.71,1153.41,1146.97,1149.99,1149.99,-0.02%,-0.1%,,,
3/15/2010,1148.53,1150.98,1141.45,1150.51,1150.51,0.05%,0.0%,,,
3/16/2010,1150.83,1160.28,1150.35,1159.46,1159.46,0.78%,0.7%,,,
3/17/2010,1159.94,1169.84,1159.94,1166.21,1166.21,0.58%,0.5%,,,
3/18/2010,1166.13,1167.77,1161.16,1165.83,1165.83,-0.03%,-0.1%,,,
3/19/2010,1166.68,1169.20,1155.33,1159.90,1159.90,-0.51%,-0.5%,,,
3/22/2010,1157.25,1167.82,1152.88,1165.81,1165.81,0.51%,0.5%,,,
3/23/2010,1166.47,1174.72,1163.83,1174.17,1174.17,0.72%,0.7%,,,
3/24/2010,1172.70,1173.04,1166.01,1167.72,1167.72,-0.55%,-0.6%,,,
3/25/2010,1170.03,1180.69,1165.09,1165.73,1165.73,-0.17%,-0.2%,,,
3/26/2010,1167.58,1173.93,1161.48,1166.59,1166.59,0.07%,0.0%,,,
3/29/2010,1167.71,1174.85,1167.71,1173.22,1173.22,0.57%,0.5%,,,
3/30/2010,1173.75,1177.83,1168.92,1173.27,1173.27,0.00%,0.0%,,,
3/31/2010,1171.75,1174.56,1165.77,1169.43,1169.43,-0.33%,-0.4%,,,
4/1/2010,1171.23,1181.43,1170.69,1178.10,1178.10,0.74%,0.7%,,,
4/5/2010,1178.71,1187.73,1178.71,1187.44,1187.44,0.79%,0.8%,,,
4/6/2010,1186.01,1191.80,1182.77,1189.44,1189.44,0.17%,0.1%,,,
4/7/2010,1188.23,1189.60,1177.25,1182.45,1182.45,-0.59%,-0.6%,,,
4/8/2010,1181.75,1188.55,1175.12,1186.44,1186.44,0.34%,0.3%,,,
4/9/2010,1187.47,1194.66,1187.15,1194.37,1194.37,0.67%,0.6%,,,
4/12/2010,1194.94,1199.20,1194.71,1196.48,1196.48,0.18%,0.1%,,,
4/13/2010,1195.94,1199.04,1188.82,1197.30,1197.30,0.07%,0.0%,,,
4/14/2010,1198.69,1210.65,1198.69,1210.65,1210.65,1.12%,1.1%,,,
4/15/2010,1210.77,1213.92,1208.50,1211.67,1211.67,0.08%,0.0%,,,
4/16/2010,1210.17,1210.17,1186.77,1192.13,1192.13,-1.61%,-1.6%,,,
4/19/2010,1192.06,1197.87,1183.68,1197.52,1197.52,0.45%,0.4%,,,
4/20/2010,1199.04,1208.58,1199.04,1207.17,1207.17,0.81%,0.8%,,,
4/21/2010,1207.16,1210.99,1198.85,1205.94,1205.94,-0.10%,-0.1%,,,
4/22/2010,1202.52,1210.27,1190.19,1208.67,1208.67,0.23%,0.2%,,,
4/23/2010,1207.87,1217.28,1205.10,1217.28,1217.28,0.71%,0.7%,,,
4/26/2010,1217.07,1219.80,1211.07,1212.05,1212.05,-0.43%,-0.5%,,,
4/27/2010,1209.92,1211.38,1181.62,1183.71,1183.71,-2.34%,-2.4%,,,
4/28/2010,1184.59,1195.05,1181.81,1191.36,1191.36,0.65%,0.6%,,,
4/29/2010,1193.30,1209.36,1193.30,1206.78,1206.78,1.29%,1.3%,,,
4/30/2010,1206.77,1207.99,1186.32,1186.69,1186.69,-1.66%,-1.7%,,,
5/3/2010,1188.58,1205.13,1188.58,1202.26,1202.26,1.31%,1.3%,,,
5/4/2010,1197.50,1197.50,1168.12,1173.60,1173.60,-2.38%,-2.4%,,,
5/5/2010,1169.24,1175.95,1158.15,1165.87,1165.87,-0.66%,-0.7%,,,
5/6/2010,1164.38,1167.58,1065.79,1128.15,1128.15,-3.24%,-3.3%,,,
5/7/2010,1127.04,1135.13,1094.15,1110.88,1110.88,-1.53%,-1.6%,,,
5/10/2010,1122.27,1163.85,1122.27,1159.73,1159.73,4.40%,4.4%,,,
5/11/2010,1156.39,1170.48,1147.71,1155.79,1155.79,-0.34%,-0.4%,,,
5/12/2010,1155.43,1172.87,1155.43,1171.67,1171.67,1.37%,1.3%,,,
5/13/2010,1170.04,1173.57,1156.14,1157.44,1157.44,-1.21%,-1.2%,,,
5/14/2010,1157.19,1157.19,1126.14,1135.68,1135.68,-1.88%,-1.9%,,,
5/17/2010,1136.52,1141.88,1114.96,1136.94,1136.94,0.11%,0.1%,,,
5/18/2010,1138.78,1148.66,1117.20,1120.80,1120.80,-1.42%,-1.5%,,,
5/19/2010,1119.57,1124.27,1100.66,1115.05,1115.05,-0.51%,-0.5%,,,
5/20/2010,1107.34,1107.34,1071.58,1071.59,1071.59,-3.90%,-3.9%,,,
5/21/2010,1067.26,1090.16,1055.90,1087.69,1087.69,1.50%,1.5%,,,
5/24/2010,1084.78,1089.95,1072.70,1073.65,1073.65,-1.29%,-1.3%,,,
5/25/2010,1067.42,1074.75,1040.78,1074.03,1074.03,0.04%,0.0%,,,
5/26/2010,1075.51,1090.75,1065.59,1067.95,1067.95,-0.57%,-0.6%,,,
5/27/2010,1074.27,1103.52,1074.27,1103.06,1103.06,3.29%,3.3%,,,
5/28/2010,1102.59,1102.59,1084.78,1089.41,1089.41,-1.24%,-1.3%,,,
6/1/2010,1087.30,1094.77,1069.89,1070.71,1070.71,-1.72%,-1.8%,,,
6/2/2010,1073.01,1098.56,1072.03,1098.38,1098.38,2.58%,2.5%,,,
6/3/2010,1098.82,1105.67,1091.81,1102.83,1102.83,0.41%,0.4%,,,
6/4/2010,1098.43,1098.43,1060.50,1064.88,1064.88,-3.44%,-3.5%,,,
6/7/2010,1065.84,1071.36,1049.86,1050.47,1050.47,-1.35%,-1.4%,,,
6/8/2010,1050.81,1063.15,1042.17,1062.00,1062.00,1.10%,1.1%,,,
6/9/2010,1062.75,1077.74,1052.25,1055.69,1055.69,-0.59%,-0.6%,,,
6/10/2010,1058.77,1087.85,1058.77,1086.84,1086.84,2.95%,2.9%,,,
6/11/2010,1082.65,1092.25,1077.12,1091.60,1091.60,0.44%,0.4%,,,
6/14/2010,1095.00,1105.91,1089.03,1089.63,1089.63,-0.18%,-0.2%,,,
6/15/2010,1091.21,1115.59,1091.21,1115.23,1115.23,2.35%,2.3%,,,
6/16/2010,1114.02,1118.74,1107.13,1114.61,1114.61,-0.06%,-0.1%,,,
6/17/2010,1115.98,1117.72,1105.87,1116.04,1116.04,0.13%,0.1%,,,
6/18/2010,1116.16,1121.01,1113.93,1117.51,1117.51,0.13%,0.1%,,,
6/21/2010,1122.79,1131.23,1108.24,1113.20,1113.20,-0.39%,-0.4%,,,
6/22/2010,1113.90,1118.50,1094.18,1095.31,1095.31,-1.61%,-1.6%,,,
6/23/2010,1095.57,1099.64,1085.31,1092.04,1092.04,-0.30%,-0.3%,,,
6/24/2010,1090.93,1090.93,1071.60,1073.69,1073.69,-1.68%,-1.7%,,,
6/25/2010,1075.10,1083.56,1067.89,1076.76,1076.76,0.29%,0.3%,,,
6/28/2010,1077.50,1082.60,1071.45,1074.57,1074.57,-0.20%,-0.2%,,,
6/29/2010,1071.10,1071.10,1035.18,1041.24,1041.24,-3.10%,-3.1%,,,
6/30/2010,1040.56,1048.08,1028.33,1030.71,1030.71,-1.01%,-1.0%,,,
7/1/2010,1031.10,1033.58,1010.91,1027.37,1027.37,-0.32%,-0.4%,,,
7/2/2010,1027.65,1032.95,1015.93,1022.58,1022.58,-0.47%,-0.5%,,,
7/6/2010,1028.09,1042.50,1018.35,1028.06,1028.06,0.54%,0.5%,,,
7/7/2010,1028.54,1060.89,1028.54,1060.27,1060.27,3.13%,3.1%,,,
7/8/2010,1062.92,1071.25,1058.24,1070.25,1070.25,0.94%,0.9%,,,
7/9/2010,1070.50,1078.16,1068.10,1077.96,1077.96,0.72%,0.7%,,,
7/12/2010,1077.23,1080.78,1070.45,1078.75,1078.75,0.07%,0.0%,,,
7/13/2010,1080.65,1099.46,1080.65,1095.34,1095.34,1.54%,1.5%,,,
7/14/2010,1095.61,1099.08,1087.68,1095.17,1095.17,-0.02%,-0.1%,,,
7/15/2010,1094.46,1098.66,1080.53,1096.48,1096.48,0.12%,0.1%,,,
7/16/2010,1093.85,1093.85,1063.32,1064.88,1064.88,-2.88%,-2.9%,,,
7/19/2010,1066.85,1074.70,1061.11,1071.25,1071.25,0.60%,0.6%,,,
7/20/2010,1064.53,1083.94,1056.88,1083.48,1083.48,1.14%,1.1%,,,
7/21/2010,1086.67,1088.96,1065.25,1069.59,1069.59,-1.28%,-1.3%,,,
7/22/2010,1072.14,1097.50,1072.14,1093.67,1093.67,2.25%,2.2%,,,
7/23/2010,1092.17,1103.73,1087.88,1102.66,1102.66,0.82%,0.8%,,,
7/26/2010,1102.89,1115.01,1101.30,1115.01,1115.01,1.12%,1.1%,,,
7/27/2010,1117.36,1120.95,1109.78,1113.84,1113.84,-0.10%,-0.1%,,,
7/28/2010,1112.84,1114.66,1103.11,1106.13,1106.13,-0.69%,-0.7%,,,
7/29/2010,1108.07,1115.90,1092.82,1101.53,1101.53,-0.42%,-0.5%,,,
7/30/2010,1098.44,1106.44,1088.01,1101.60,1101.60,0.01%,0.0%,,,
8/2/2010,1107.53,1127.30,1107.53,1125.86,1125.86,2.20%,2.2%,,,
8/3/2010,1125.34,1125.44,1116.76,1120.46,1120.46,-0.48%,-0.5%,,,
8/4/2010,1121.06,1128.75,1119.46,1127.24,1127.24,0.61%,0.6%,,,
8/5/2010,1125.78,1126.56,1118.81,1125.81,1125.81,-0.13%,-0.2%,,,
8/6/2010,1122.07,1123.06,1107.17,1121.64,1121.64,-0.37%,-0.4%,,,
8/9/2010,1122.80,1129.24,1120.91,1127.79,1127.79,0.55%,0.5%,,,
8/10/2010,1122.92,1127.16,1111.58,1121.06,1121.06,-0.60%,-0.6%,,,
8/11/2010,1116.89,1116.89,1088.55,1089.47,1089.47,-2.82%,-2.9%,,,
8/12/2010,1081.48,1086.72,1076.69,1083.61,1083.61,-0.54%,-0.6%,,,
8/13/2010,1082.22,1086.25,1079.00,1079.25,1079.25,-0.40%,-0.4%,,,
8/16/2010,1077.49,1082.62,1069.49,1079.38,1079.38,0.01%,0.0%,,,
8/17/2010,1081.16,1100.14,1081.16,1092.54,1092.54,1.22%,1.2%,,,
8/18/2010,1092.08,1099.77,1085.76,1094.16,1094.16,0.15%,0.1%,,,
8/19/2010,1092.44,1092.44,1070.66,1075.63,1075.63,-1.69%,-1.7%,,,
8/20/2010,1075.63,1075.63,1063.91,1071.69,1071.69,-0.37%,-0.4%,,,
8/23/2010,1073.36,1081.58,1067.08,1067.36,1067.36,-0.40%,-0.4%,,,
8/24/2010,1063.20,1063.20,1046.68,1051.87,1051.87,-1.45%,-1.5%,,,
8/25/2010,1048.98,1059.38,1039.83,1055.33,1055.33,0.33%,0.3%,,,
8/26/2010,1056.28,1061.45,1045.40,1047.22,1047.22,-0.77%,-0.8%,,,
8/27/2010,1049.27,1065.21,1039.70,1064.59,1064.59,1.66%,1.6%,,,
8/30/2010,1062.90,1064.40,1048.79,1048.92,1048.92,-1.47%,-1.5%,,,
8/31/2010,1046.88,1055.14,1040.88,1049.33,1049.33,0.04%,0.0%,,,
9/1/2010,1049.72,1081.30,1049.72,1080.29,1080.29,2.95%,2.9%,,,
9/2/2010,1080.66,1090.10,1080.39,1090.10,1090.10,0.91%,0.9%,,,
9/3/2010,1093.61,1105.10,1093.61,1104.51,1104.51,1.32%,1.3%,,,
9/7/2010,1102.60,1102.60,1091.15,1091.84,1091.84,-1.15%,-1.2%,,,
9/8/2010,1092.36,1103.26,1092.36,1098.87,1098.87,0.64%,0.6%,,,
9/9/2010,1101.15,1110.27,1101.15,1104.18,1104.18,0.48%,0.4%,,,
9/10/2010,1104.57,1110.88,1103.92,1109.55,1109.55,0.49%,0.5%,,,
9/13/2010,1113.38,1123.87,1113.38,1121.90,1121.90,1.11%,1.1%,,,
9/14/2010,1121.16,1127.36,1115.58,1121.10,1121.10,-0.07%,-0.1%,,,
9/15/2010,1119.43,1126.46,1114.63,1125.07,1125.07,0.35%,0.3%,,,
9/16/2010,1123.89,1125.44,1118.88,1124.66,1124.66,-0.04%,-0.1%,,,
9/17/2010,1126.39,1131.47,1122.43,1125.59,1125.59,0.08%,0.0%,,,
9/20/2010,1126.57,1144.86,1126.57,1142.71,1142.71,1.52%,1.5%,,,
9/21/2010,1142.82,1148.59,1136.22,1139.78,1139.78,-0.26%,-0.3%,,,
9/22/2010,1139.49,1144.38,1131.58,1134.28,1134.28,-0.48%,-0.5%,,,
9/23/2010,1131.10,1136.77,1122.79,1124.83,1124.83,-0.83%,-0.9%,,,
9/24/2010,1131.69,1148.90,1131.69,1148.67,1148.67,2.12%,2.1%,,,
9/27/2010,1148.64,1149.92,1142.00,1142.16,1142.16,-0.57%,-0.6%,,,
9/28/2010,1142.31,1150.00,1132.09,1147.70,1147.70,0.49%,0.5%,,,
9/29/2010,1146.75,1148.63,1140.26,1144.73,1144.73,-0.26%,-0.3%,,,
9/30/2010,1145.97,1157.16,1136.08,1141.20,1141.20,-0.31%,-0.3%,,,
10/1/2010,1143.49,1150.30,1139.42,1146.24,1146.24,0.44%,0.4%,,,
10/4/2010,1144.96,1148.16,1131.87,1137.03,1137.03,-0.80%,-0.8%,,,
10/5/2010,1140.68,1162.76,1140.68,1160.75,1160.75,2.09%,2.1%,,,
10/6/2010,1159.81,1162.33,1154.85,1159.97,1159.97,-0.07%,-0.1%,,,
10/7/2010,1161.57,1163.87,1151.41,1158.06,1158.06,-0.16%,-0.2%,,,
10/8/2010,1158.36,1167.73,1155.58,1165.15,1165.15,0.61%,0.6%,,,
10/11/2010,1165.32,1168.68,1162.02,1165.32,1165.32,0.01%,0.0%,,,
10/12/2010,1164.28,1172.58,1155.71,1169.77,1169.77,0.38%,0.3%,,,
10/13/2010,1171.32,1184.38,1171.32,1178.10,1178.10,0.71%,0.7%,,,
10/14/2010,1177.82,1178.89,1166.71,1173.81,1173.81,-0.36%,-0.4%,,,
10/15/2010,1177.47,1181.20,1167.12,1176.19,1176.19,0.20%,0.2%,,,
10/18/2010,1176.83,1185.53,1174.55,1184.71,1184.71,0.72%,0.7%,,,
10/19/2010,1178.64,1178.64,1159.71,1165.90,1165.90,-1.59%,-1.6%,,,
10/20/2010,1166.74,1182.94,1166.74,1178.17,1178.17,1.05%,1.0%,,,
10/21/2010,1179.82,1189.43,1171.17,1180.26,1180.26,0.18%,0.1%,,,
10/22/2010,1180.52,1183.93,1178.99,1183.08,1183.08,0.24%,0.2%,,,
10/25/2010,1184.74,1196.14,1184.74,1185.62,1185.62,0.21%,0.2%,,,
10/26/2010,1184.88,1187.11,1177.72,1185.64,1185.64,0.00%,0.0%,,,
10/27/2010,1183.84,1183.84,1171.70,1182.45,1182.45,-0.27%,-0.3%,,,
10/28/2010,1184.47,1189.53,1177.10,1183.78,1183.78,0.11%,0.1%,,,
10/29/2010,1183.87,1185.46,1179.70,1183.26,1183.26,-0.04%,-0.1%,,,
11/1/2010,1185.71,1195.81,1177.65,1184.38,1184.38,0.09%,0.1%,,,
11/2/2010,1187.86,1195.88,1187.86,1193.57,1193.57,0.78%,0.7%,,,
11/3/2010,1193.79,1198.30,1183.56,1197.96,1197.96,0.37%,0.3%,,,
11/4/2010,1198.34,1221.25,1198.34,1221.06,1221.06,1.93%,1.9%,,,
11/5/2010,1221.20,1227.08,1220.29,1225.85,1225.85,0.39%,0.4%,,,
11/8/2010,1223.24,1224.57,1217.55,1223.25,1223.25,-0.21%,-0.2%,,,
11/9/2010,1223.59,1226.84,1208.94,1213.40,1213.40,-0.81%,-0.8%,,,
11/10/2010,1213.14,1218.75,1204.33,1218.71,1218.71,0.44%,0.4%,,,
11/11/2010,1213.04,1215.45,1204.49,1213.54,1213.54,-0.42%,-0.5%,,,
11/12/2010,1209.07,1210.50,1194.08,1199.21,1199.21,-1.18%,-1.2%,,,
11/15/2010,1200.44,1207.43,1197.15,1197.75,1197.75,-0.12%,-0.2%,,,
11/16/2010,1194.79,1194.79,1173.00,1178.34,1178.34,-1.62%,-1.7%,,,
11/17/2010,1178.33,1183.56,1175.82,1178.59,1178.59,0.02%,0.0%,,,
11/18/2010,1183.75,1200.29,1183.75,1196.69,1196.69,1.54%,1.5%,,,
11/19/2010,1196.12,1199.97,1189.44,1199.73,1199.73,0.25%,0.2%,,,
11/22/2010,1198.07,1198.94,1184.58,1197.84,1197.84,-0.16%,-0.2%,,,
11/23/2010,1192.51,1192.51,1176.91,1180.73,1180.73,-1.43%,-1.5%,,,
11/24/2010,1183.70,1198.62,1183.70,1198.35,1198.35,1.49%,1.5%,,,
11/26/2010,1194.16,1194.16,1186.93,1189.40,1189.40,-0.75%,-0.8%,,,
11/29/2010,1189.08,1190.34,1173.64,1187.76,1187.76,-0.14%,-0.2%,,,
11/30/2010,1182.96,1187.40,1174.14,1180.55,1180.55,-0.61%,-0.6%,,,
12/1/2010,1186.60,1207.61,1186.60,1206.07,1206.07,2.16%,2.1%,,,
12/2/2010,1206.81,1221.89,1206.81,1221.53,1221.53,1.28%,1.2%,,,
12/3/2010,1219.93,1225.57,1216.82,1224.71,1224.71,0.26%,0.2%,,,
12/6/2010,1223.87,1225.80,1220.67,1223.12,1223.12,-0.13%,-0.2%,,,
12/7/2010,1227.25,1235.05,1223.25,1223.75,1223.75,0.05%,0.0%,,,
12/8/2010,1225.02,1228.93,1219.50,1228.28,1228.28,0.37%,0.3%,,,
12/9/2010,1230.14,1234.71,1226.85,1233.00,1233.00,0.38%,0.3%,,,
12/10/2010,1233.85,1240.40,1232.58,1240.40,1240.40,0.60%,0.6%,,,
12/13/2010,1242.52,1246.73,1240.34,1240.46,1240.46,0.00%,0.0%,,,
12/14/2010,1241.84,1246.59,1238.17,1241.59,1241.59,0.09%,0.1%,,,
12/15/2010,1241.58,1244.25,1234.01,1235.23,1235.23,-0.51%,-0.5%,,,
12/16/2010,1236.34,1243.75,1232.85,1242.87,1242.87,0.62%,0.6%,,,
12/17/2010,1243.63,1245.81,1239.87,1243.91,1243.91,0.08%,0.0%,,,
12/20/2010,1245.76,1250.20,1241.51,1247.08,1247.08,0.25%,0.2%,,,
12/21/2010,1249.43,1255.82,1249.43,1254.60,1254.60,0.60%,0.6%,,,
12/22/2010,1254.94,1259.39,1254.94,1258.84,1258.84,0.34%,0.3%,,,
12/23/2010,1257.53,1258.59,1254.05,1256.77,1256.77,-0.16%,-0.2%,,,
12/27/2010,1254.66,1258.43,1251.48,1257.54,1257.54,0.06%,0.0%,,,
12/28/2010,1259.10,1259.90,1256.22,1258.51,1258.51,0.08%,0.0%,,,
12/29/2010,1258.78,1262.60,1258.78,1259.78,1259.78,0.10%,0.1%,,,
12/30/2010,1259.44,1261.09,1256.32,1257.88,1257.88,-0.15%,-0.2%,,,
12/31/2010,1256.76,1259.34,1254.19,1257.64,1257.64,-0.02%,-0.1%,,,
1/3/2011,1257.62,1276.17,1257.62,1271.87,1271.87,1.13%,1.1%,,,
1/4/2011,1272.95,1274.12,1262.66,1270.20,1270.20,-0.13%,-0.2%,,,
1/5/2011,1268.78,1277.63,1265.36,1276.56,1276.56,0.50%,0.5%,,,
1/6/2011,1276.29,1278.17,1270.43,1273.85,1273.85,-0.21%,-0.2%,,,
1/7/2011,1274.41,1276.83,1261.70,1271.50,1271.50,-0.18%,-0.2%,,,
1/10/2011,1270.84,1271.52,1262.18,1269.75,1269.75,-0.14%,-0.2%,,,
1/11/2011,1272.58,1277.25,1269.62,1274.48,1274.48,0.37%,0.3%,,,
1/12/2011,1275.65,1286.87,1275.65,1285.96,1285.96,0.90%,0.9%,,,
1/13/2011,1285.78,1286.70,1280.47,1283.76,1283.76,-0.17%,-0.2%,,,
1/14/2011,1282.90,1293.24,1281.24,1293.24,1293.24,0.74%,0.7%,,,
1/18/2011,1293.22,1296.06,1290.16,1295.02,1295.02,0.14%,0.1%,,,
1/19/2011,1294.52,1294.60,1278.92,1281.92,1281.92,-1.01%,-1.0%,,,
1/20/2011,1280.85,1283.35,1271.26,1280.26,1280.26,-0.13%,-0.2%,,,
1/21/2011,1283.63,1291.21,1282.07,1283.35,1283.35,0.24%,0.2%,,,
1/24/2011,1283.29,1291.93,1282.47,1290.84,1290.84,0.58%,0.5%,,,
1/25/2011,1288.17,1291.26,1281.07,1291.18,1291.18,0.03%,0.0%,,,
1/26/2011,1291.97,1299.74,1291.97,1296.63,1296.63,0.42%,0.4%,,,
1/27/2011,1297.51,1301.29,1294.41,1299.54,1299.54,0.22%,0.2%,,,
1/28/2011,1299.63,1302.67,1275.10,1276.34,1276.34,-1.79%,-1.8%,,,
1/31/2011,1276.50,1287.17,1276.50,1286.12,1286.12,0.77%,0.7%,,,
2/1/2011,1289.14,1308.86,1289.14,1307.59,1307.59,1.67%,1.6%,,,
2/2/2011,1305.91,1307.61,1302.62,1304.03,1304.03,-0.27%,-0.3%,,,
2/3/2011,1302.77,1308.60,1294.83,1307.10,1307.10,0.24%,0.2%,,,
2/4/2011,1307.01,1311.00,1301.67,1310.87,1310.87,0.29%,0.3%,,,
2/7/2011,1311.85,1322.85,1311.85,1319.05,1319.05,0.62%,0.6%,,,
2/8/2011,1318.76,1324.87,1316.03,1324.57,1324.57,0.42%,0.4%,,,
2/9/2011,1322.48,1324.54,1314.89,1320.88,1320.88,-0.28%,-0.3%,,,
2/10/2011,1318.13,1322.78,1311.74,1321.87,1321.87,0.07%,0.0%,,,
2/11/2011,1318.66,1330.79,1316.08,1329.15,1329.15,0.55%,0.5%,,,
2/14/2011,1328.73,1332.96,1326.90,1332.32,1332.32,0.24%,0.2%,,,
2/15/2011,1330.43,1330.43,1324.61,1328.01,1328.01,-0.32%,-0.4%,,,
2/16/2011,1329.51,1337.61,1329.51,1336.32,1336.32,0.63%,0.6%,,,
2/17/2011,1334.37,1341.50,1331.00,1340.43,1340.43,0.31%,0.3%,,,
2/18/2011,1340.38,1344.07,1338.12,1343.01,1343.01,0.19%,0.2%,,,
2/22/2011,1338.91,1338.91,1312.33,1315.44,1315.44,-2.05%,-2.1%,,,
2/23/2011,1315.44,1317.91,1299.55,1307.40,1307.40,-0.61%,-0.6%,,,
2/24/2011,1307.09,1310.91,1294.26,1306.10,1306.10,-0.10%,-0.1%,,,
2/25/2011,1307.34,1320.61,1307.34,1319.88,1319.88,1.06%,1.0%,,,
2/28/2011,1321.61,1329.38,1320.55,1327.22,1327.22,0.56%,0.5%,,,
3/1/2011,1328.64,1332.09,1306.14,1306.33,1306.33,-1.57%,-1.6%,,,
3/2/2011,1305.47,1314.19,1302.58,1308.44,1308.44,0.16%,0.1%,,,
3/3/2011,1312.37,1332.28,1312.37,1330.97,1330.97,1.72%,1.7%,,,
3/4/2011,1330.73,1331.08,1312.59,1321.15,1321.15,-0.74%,-0.8%,,,
3/7/2011,1322.72,1327.68,1303.99,1310.13,1310.13,-0.83%,-0.9%,,,
3/8/2011,1311.05,1325.74,1306.86,1321.82,1321.82,0.89%,0.9%,,,
3/9/2011,1319.92,1323.21,1312.27,1320.02,1320.02,-0.14%,-0.2%,,,
3/10/2011,1315.72,1315.72,1294.21,1295.11,1295.11,-1.89%,-1.9%,,,
3/11/2011,1293.43,1308.35,1291.99,1304.28,1304.28,0.71%,0.7%,,,
3/14/2011,1301.19,1301.19,1286.37,1296.39,1296.39,-0.60%,-0.6%,,,
3/15/2011,1288.46,1288.46,1261.12,1281.87,1281.87,-1.12%,-1.2%,,,
3/16/2011,1279.46,1280.91,1249.05,1256.88,1256.88,-1.95%,-2.0%,,,
3/17/2011,1261.61,1278.88,1261.61,1273.72,1273.72,1.34%,1.3%,,,
3/18/2011,1276.71,1288.88,1276.18,1279.21,1279.21,0.43%,0.4%,,,
3/21/2011,1281.65,1300.58,1281.65,1298.38,1298.38,1.50%,1.5%,,,
3/22/2011,1298.29,1299.35,1292.70,1293.77,1293.77,-0.36%,-0.4%,,,
3/23/2011,1292.19,1300.51,1284.05,1297.54,1297.54,0.29%,0.3%,,,
3/24/2011,1300.61,1311.34,1297.74,1309.66,1309.66,0.93%,0.9%,,,
3/25/2011,1311.80,1319.18,1310.15,1313.80,1313.80,0.32%,0.3%,,,
3/28/2011,1315.45,1319.74,1310.19,1310.19,1310.19,-0.27%,-0.3%,,,
3/29/2011,1309.37,1319.45,1305.26,1319.44,1319.44,0.71%,0.7%,,,
3/30/2011,1321.89,1331.74,1321.89,1328.26,1328.26,0.67%,0.6%,,,
3/31/2011,1327.44,1329.77,1325.03,1325.83,1325.83,-0.18%,-0.2%,,,
4/1/2011,1329.48,1337.85,1328.89,1332.41,1332.41,0.50%,0.5%,,,
4/4/2011,1333.56,1336.74,1329.10,1332.87,1332.87,0.03%,0.0%,,,
4/5/2011,1332.03,1338.21,1330.03,1332.63,1332.63,-0.02%,-0.1%,,,
